총점,회사,날짜,별점,요약,장점,단점,경영진에게
2.6,(주)바른전자,2016. 03,4점,"""자기계발시간이 다른기업체에 비해 다소 많고 근무시간대비 급여도괜찮은편..""",자기개발시간을 많이가질수있고 시급이높아서 조금만잔업하면 급여를 많이가지고갈수있음,"윗사람들이 책임회피경향이 있는편이다.
위치가 안좋은편에속함",사고가터지면 윗사람부터 책임을회피하지말고 책임지는모습을 비춰주었으면..
2.6,(주)바른전자,2016. 03,2점,"""중소기업치고는 임원직의 직업정신이 투철함. 하지만 윗사람들이 사람들을 너무 좌지우지함.""","공정하게 직원들을 평가함. 통상임금제도여서 기본급자체가 높음. 사원들의 텃세는 심하지않음,거의 없는편임.",현직장님의 태도가 엄청 안좋음. 예를 들어 회사직원을 감싸안고 가는 형식이 아닌 일부직원만 편애하며 나머지사원들은 배척하는 태도가 심함. 이때문에도 퇴사율이 높으며 기존직원들에게만 너무 의존하여 신입들이 버티지못하고 프론트라인같은경우 퇴사자가많아 거의 잔업특근이 매일있음.,회사문화를 고쳐서 신입들은 물론 기존사원들이 편하게 회사를 다닐수있게해야함
2.6,(주)바른전자,2016. 02,4점,"""정말 열심히 노력하면 자기계발 많이 할수있어요.,ㅡ. ㅡ""","일단 근무적으로 스트레스는 덜받음, 단지 관리직 이다보니 교대근무시 피곤함,",관리직(관리직 나름) 경우 쉬는날 잘없음. 복지가 부족함.,조금더 직원들에게 복지에 신경써주세요. 그러면 자부심 가지고 정말 열심히 업무 할듯요.
2.6,(주)바른전자,2016. 01,3점,"""사람들도 대부분 좋고 대화도 잘 되고 하지만 급여부분에서 장기간 다닐수 있을지 의문이 드네""",평일이든 언제든 일이 생기면 상급자에게 이야기 하고 쉴수있는 것은 좋은듯,누군가가 결근 및 퇴사시 인원충원이 빠르지 않은데 급여부분은 전혀 달라지지 않음,청소 정리정돈을 바란다면 시간을 주셔야 될것같네요. 일을 하면서 정리 청소를 하라는건 말이 안됩니다
2.6,(주)바른전자,2015. 12,3점,"""얼마안다녔지만 그냥저냥 평균은하는기업입니다 위치가안좋은게크지만""",다른기업에 비해일이편한편 근무시간만맞추면 끝 업무에대한 스트레스가 적음,개인성장감을 못느낌 하라면 하는식 또한 회사 위치가 매우 오지에있음 자차필수,근속년수가 타화사에비해 적은편임 생산직은 거의 한두달이면 금방바뀌는편인듯.. 이에대해 대책을마련하셨으면
2.6,(주)바른전자,2015. 11,2점,"""반도체중 SIP부분 세계 상위권 기업이며 반도체 후공정 기술이 발달됨""","생산직으로 거의 드문 1일 3교대 진행.
단순작업이 아니어서 지루하지 않음.
업무강도 고려하여도 타사에 비해 높은 급여","경영진의 개인주의, 관리자의 책임전가를 알면서도 묵인해주는 임원들,
임원들에게 매우 치중된 복지 혜택, 직원들 복지 거의 없음, 높은 이직율","경영진의 개인주의, 관리자의 책임전가를 알면서도 묵인해주는 임원들
일부 상위 임원들의 전용"
2.6,(주)바른전자,2015. 10,3점,"BEST
""요즘 잘 없는 3교대회사. 주간만하기엔 돈이 부족하고 2교대는 힘들다 하면 추천""",일도 별로 어렵지 않고 잔업 거의 없음. 관리자와 거의 대등한 관계. 일하기엔 나쁘지 않음. 관리자로 올라갈 기회도 적당.,생산직 이직률이 너무 높아 일을 잘 아는사람이 부족함. 배우고싶어도 아는사람이 없음,사건이 터지면 누구책임 누구탓부터 따지지 말고 해결책부터 마련했으면..
2.6,(주)바른전자,2015. 03,3점,"""국내 SIP제조관련 분야에서는 높은 점수를 주겠지만
미래 먹거리 아이템 부재로 성장의 한계""","작지만 일을 배우기는 좋음
빠른 의사 결정이 가능함
가족같은 분위기","연봉이 낮음 대입 초봉 2천 초반
복지 수준이 낮음
대형거래선에 매출 집중되어 사업 리스크가 큼",선택과 집중을 할 수있도록 기업문화를 만들면 좋겠음
2.6,(주)바른전자,2015. 01,3점,"BEST
""반도체 조립에 대해 관심이 있는 분들은...꼭 근무해보심이 좋을 듯 합니다.""","회사 전체적인 분위기는 좋은 편입니다. 칼퇴근에 대한 스트레스는 거의 없는 편이나, 실적이 안 좋을 때에는 약간의 압박??은 있습니다.",임원진의 수가 많고 중간 관리자급(과장/차장)이 부족합니다. 사무직 기준으로 여사원의 승진 기회에 한계가 있습니다.(차장 진급 어려움),근무환경 및 복지에 투자해 주세요..
날 괴롭힌 삭제된 댓글,(주)바른전자,경기,,,,,
날 괴롭힌 삭제된 댓글,(주)바른전자,경기,,,,,
날 괴롭힌 삭제된 댓글,(주)바른전자,경기,,,,,
날 괴롭힌 삭제된 댓글,(주)바른전자,경기,,,,,
2.5,(주)알비케이이엠디,2022. 07,2점,"""회사의 조직이 자주 바뀌고, 일하는 사람만 일을 하는 구조""","해외에 공장이 있어 출장기회가 많으며, 외국어를 습득할수도 있음.",명확한 비전제시가 없이 회사의 단기간의 성과에만 집중하는 것이 단점,직원들에게 비전을 제시해주고 회사가 정상화될수 있는 전략을 수립하면 좋겠음
2.5,(주)알비케이이엠디,2022. 04,1점,"""무슨 말이 필요할까요 대표가 사기쳤으면 말 다한거지 진짜""",장점은 일을 안하는 사람일수록 회사를 편히 다닐수 있었다는 점?,단점은 일단 개발은 엄청 갈리고 타부서는 칼퇴하는게 있음,욕심부리지말고 기본만 충실히 했다면 롱런했을수도 있는데 아쉽네요
2.5,(주)알비케이이엠디,2022. 01,1점,"""여러모로 답이 없음. 빌런이 너무 큰 빌런.
체계가 그냥 없음. 주먹구구식도 버거워함""",점심밥은 주고 몇몇 큰 단점러들 빼고는 사람들 괜찮음,"체계붕괴. 매번 바뀌는 업무스타일. 업무매너 없음. 꼰대들의
합창. 무능이 판침. 직원들이 자주 바뀜. 복지없음. 1분 지각해도
30분으로 늘려서 반차차감하며 이유불문임(아파도 죄라고 함)","고인물을 잘라내지 못하니 호랑이굴에 여우가 왕이네요
직원들의 말에 꼰대짓말고 본인들이 문제라는 걸 아세요.
무능한건 누구일까요"
